"URL","対象","言語","タイトル","科目","長さ"
"https://www.youtube.com/watch?v=MvI3WOa9fsI","中学2年","ベトナム語版","図形 証明","数学","00:02:09"
"https://www.youtube.com/watch?v=nC0UMt32yGE","中学2年","ベトナム語版","図形 証明の書き方","数学","00:03:05"
"https://www.youtube.com/watch?v=2q0L0RitZdg","中学2年","ベトナム語版","図形 三角形の合同条件 三辺相等","数学","00:03:34"
"https://www.youtube.com/watch?v=uGAROhKlv2o","中学2年","ベトナム語版","図形 図形の性質 多角形の外角の和","数学","00:04:06"
"https://www.youtube.com/watch?v=J3PWty6xmaA","中学2年","ベトナム語版","図形 三角形の性質 直角三角形の合同条件","数学","00:02:17"
"https://www.youtube.com/watch?v=KAl-C8UmzL4","中学2年","ベトナム語版","図形 図形の性質 正三角形の定義と性質","数学","00:03:32"
"https://www.youtube.com/watch?v=qQxAStXkmHo","中学2年","ベトナム語版","図形 図形の性質 多角形の内角の和","数学","00:03:14"
"https://www.youtube.com/watch?v=k7XCit4HhdI","中学2年","ベトナム語版","図形 平行線と角の性質","数学","00:04:05"
"https://www.youtube.com/watch?v=oVn-rd5tT2w","中学2年","ベトナム語版","図形 三角形の合同条件 一辺両端角相等","数学","00:03:03"
"https://www.youtube.com/watch?v=3KCUC8Ya050","中学2年","ベトナム語版","図形 平面図形の合同2","数学","00:01:45"
"https://www.youtube.com/watch?v=1W7LLsvYFtE","中学2年",,"図形 平行四辺形になるための条件","数学","00:03:39"
"https://www.youtube.com/watch?v=lr29aSViQvg","中学2年","ベトナム語版","図形 平行線の性質","数学","00:02:17"
"https://www.youtube.com/watch?v=wsTw5Lsidp0","中学2年","ベトナム語版","図形 平行四辺形の性質の証明3 対角線","数学","00:01:29"
"https://www.youtube.com/watch?v=DFFB1XF6a4c","中学2年","ベトナム語版","図形 平行四辺形の性質","数学","00:01:24"
"https://www.youtube.com/watch?v=LgW8EVei5yo","中学2年","ベトナム語版","図形 平行四辺形の性質の証明2 対角","数学","00:02:02"
"https://www.youtube.com/watch?v=w_U4xXYu8yU","中学2年","ベトナム語版","図形 平行四辺形の性質の証明1 対辺","数学","00:01:47"
"https://www.youtube.com/watch?v=zuyiuO-qIxg","中学2年","ベトナム語版","関数 事象と一次関数","数学","00:06:20"
"https://www.youtube.com/watch?v=ObLXQUXjQKg","中学2年","ベトナム語版","関数 一次関数のグラフのかき方","数学","00:03:38"
"https://www.youtube.com/watch?v=9g0PSFVlufE","中学2年","ベトナム語版","関数 事象と一次関数 2","数学","00:04:16"
"https://www.youtube.com/watch?v=slC2BFLyuJ8&t=4s","中学2年","ベトナム語版","関数 事象と一次関数 求め方","数学","00:03:04"
"https://www.youtube.com/watch?v=dHWHRaBJKlg","中学2年","ベトナム語版","関数 一次関数の式の求め方","数学","00:04:54"
"https://www.youtube.com/watch?v=bRXFAn-yXrs","中学2年","ベトナム語版","関数 二元一次方程式と関数","数学","00:03:37"
"https://www.youtube.com/watch?v=NMdBGSKMLNA","中学2年","ベトナム語版","関数 一次関数の利用","数学","00:03:23"
"https://www.youtube.com/watch?v=38J7GHNuink","中学2年","ベトナム語版","データの活用 確率 同時に2個の玉を取り出すとき","数学","00:14:17"
"https://www.youtube.com/watch?v=5pINzIrseiM","中学2年","ベトナム語版","データの活用 箱ひげ図 読み取り方や分かる情報","数学","00:02:55"
"https://www.youtube.com/watch?v=U98XBidkkNE","中学2年","ベトナム語版","データの活用 箱ひげ図 作り方","数学","00:04:43"
"https://www.youtube.com/watch?v=WAyXgNcLPUA","中学2年","ベトナム語版","データの活用 ことがらの起こりやすさ・確率","数学","00:01:58"
"https://www.youtube.com/watch?v=GjsIsU56B98","中学2年","ベトナム語版","データの活用 箱ひげ図 データの分布と箱ひげ図","数学","00:04:24"
"https://www.youtube.com/watch?v=f1R5EFLKoXY","中学2年","ベトナム語版","データの活用 確率 3枚の硬貨","数学","00:04:24"
"https://www.youtube.com/watch?v=tDljjpRNc5w","中学3年","ベトナム語版","数と式 因数分解 x2+a+bx+ab","数学","00:02:04"
"https://www.youtube.com/watch?v=8ezRoPnjEHk","中学3年","ベトナム語版","数と式 因数分解 共通因数でくくる","数学","00:01:40"
"https://www.youtube.com/watch?v=urrXNHEF-Vo","中学3年","ベトナム語版","数と式 因数分解 共通因数でくくる 応用","数学","00:01:47"
"https://www.youtube.com/watch?v=KJlchYpMBnw","中学3年","ベトナム語版","数と式 因数分解 乗法公式の利用","数学","00:02:05"
"https://www.youtube.com/watch?v=bBSqODvLOcI","中学3年","ベトナム語版","数と式 多項式 乗法公式","数学","00:03:46"
"https://www.youtube.com/watch?v=1vSFdP8VIb0","中学3年","ベトナム語版","数と式 多項式の乗法 置き換え","数学","00:02:26"
"https://www.youtube.com/watch?v=eJ4-qQLpG2k","中学3年","ベトナム語版","数と式 多項式と単項式の乗法","数学","00:01:33"
"https://www.youtube.com/watch?v=V7416DjnfnU","中学3年","ベトナム語版","数と式 多項式と単項式の除法","数学","00:02:20"
"https://www.youtube.com/watch?v=w7eHg_UXwz8","中学3年","ベトナム語版","数と式 単項式と多項式の除法","数学","00:02:21"
"https://www.youtube.com/watch?v=XaLEy738tUg","中学3年","ベトナム語版","数と式 式の展開 乗法公式を用いて","数学","00:02:18"
"https://www.youtube.com/watch?v=_GRu3l2Hr88","中学3年","ベトナム語版","数と式 式の展開 応用編","数学","00:02:03"
"https://www.youtube.com/watch?v=UiXmcqCcXFE","中学3年","ベトナム語版","数と式 式の展開 分配法則を用いて","数学","00:02:12"
"https://www.youtube.com/watch?v=jfTsb1ozVro","中学3年","ベトナム語版","数と式 二次方程式とは","数学","00:02:09"
"https://www.youtube.com/watch?v=PRWM2nz4MCU","中学3年","ベトナム語版","数と式 二次方程式の必要性","数学","00:03:58"
"https://www.youtube.com/watch?v=1DVPYCP1tcw","中学3年","ベトナム語版","数と式 二次方程式の必要性と意味及びその解の意味 二次方程式とは","数学","00:01:39"
"https://www.youtube.com/watch?v=ElbyUNiAhjI","中学3年","ベトナム語版","数と式 二次方程式の必要性と意味及びその解の意味 解とは","数学","00:02:42"
"https://www.youtube.com/watch?v=GjsIsU56B98","中学3年","ベトナム語版","数と式 二次方程式の解き方 解の公式","数学",
"https://www.youtube.com/watch?v=J051hzRY3aU","中学3年","ベトナム語版","数と式 二次方程式と因数分解 基本編","数学","00:02:35"
"https://www.youtube.com/watch?v=UK3UsCGbUZc","中学3年","ベトナム語版","数と式 二次方程式と因数分解 応用編","数学","00:02:17"
"https://www.youtube.com/watch?v=gtNiiUlX5u4","中学3年","ベトナム語版","数と式 二次方程式 二次方程式の解き方","数学","00:01:42"
"https://www.youtube.com/watch?v=LtkalWsC_Ms","中学3年","ベトナム語版","数と式 二次方程式 二次方程式の作り方","数学","00:01:47"
"https://www.youtube.com/watch?v=wZAMUF_-jE8","中学3年","ベトナム語版","数と式 二次方程式を解くこと 平方根の考えを使った解き方","数学","00:01:56"
"https://www.youtube.com/watch?v=hholbqDl7h8","中学3年","ベトナム語版","数と式 平方根 √を含む式の除法","数学","00:03:01"
"https://www.youtube.com/watch?v=7kjzyz8Y_KQ","中学3年","ベトナム語版","数と式 平方根 √を含む式の和と差","数学","00:03:27"
"https://www.youtube.com/watch?v=VBfz33HScV8","中学3年","ベトナム語版","図形 平行線と線分 平行線と線分の比","数学","00:02:27"
"https://www.youtube.com/watch?v=ByzGHCilm80","中学3年","ベトナム語版","図形 平行線と線分 平行線と線分の比 応用","数学","00:02:29"
"https://www.youtube.com/watch?v=QLYL7CfydIE","中学3年","ベトナム語版","図形 平行線と線分 平行線と線分の比 相似比等","数学","00:02:43"
"https://www.youtube.com/watch?v=b_LLhHtxlz8","中学3年","ベトナム語版","図形 平行線と比 中点連結定理","数学","00:02:59"
"https://www.youtube.com/watch?v=zZV9xRBfAcA","中学3年","ベトナム語版","図形 平行線と比 三角形と比","数学","00:02:43"
"https://www.youtube.com/watch?v=_7IerKp7SuY","中学3年","ベトナム語版","図形 三角形の相似条件 二辺比夾角相等","数学","00:03:16"
"https://www.youtube.com/watch?v=O7a3XfCjyIw","中学3年","ベトナム語版","図形 三角形の相似条件 二角相等","数学","00:02:47"
"https://www.youtube.com/watch?v=4OnhPKvc-KE","中学3年","ベトナム語版","図形 三角形の相似条件 三辺比相等","数学","00:03:09"
"https://www.youtube.com/watch?v=mwhNGS6xEAE","中学3年","ベトナム語版","図形 三角形の相似 三角錐の体積比","数学","00:03:52"
"https://www.youtube.com/watch?v=6DVo9c7CKjE","中学3年","ベトナム語版","図形 三角形の相似 四角錐の体積比","数学","00:03:56"
"https://www.youtube.com/watch?v=HKEOaD01SRM","中学3年","ベトナム語版","図形 三角形の相似 円錐の体積比","数学","00:04:03"
"https://www.youtube.com/watch?v=C2zCq8zI5wE","中学3年","ベトナム語版","図形 三角形の性質 相似比","数学","00:06:13"
"https://www.youtube.com/watch?v=_VUkN3mdb1s","中学3年","ベトナム語版","図形 三角形の性質 相似比の計算","数学","00:03:48"
"https://www.youtube.com/watch?v=SJgwOR3ljog","中学3年","ベトナム語版","図形 平面図形の相似","数学","00:03:41"
"https://www.youtube.com/watch?v=MtkPHBv0IQQ","中学3年","ベトナム語版","図形 相似な図形 面積比","数学","00:03:21"
"https://www.youtube.com/watch?v=1quHtd63qcs","中学3年","ベトナム語版","図形 三平方の定理 三平方の定理の使い方","数学","00:02:56"
"https://www.youtube.com/watch?v=IOio_fsci6Y","中学3年","ベトナム語版","図形 三平方の定理 三角形の高さ","数学","00:03:39"
"https://www.youtube.com/watch?v=4v4cbfAH1Bc","中学3年","ベトナム語版","図形 三平方の定理 円錐の体積","数学","00:03:19"
"https://www.youtube.com/watch?v=R-J_WrVQkWI","中学3年","ベトナム語版","図形 三平方の定理 三平方の定理の逆","数学","00:03:07"
"https://www.youtube.com/watch?v=dciDe7fNWRg","中学3年","ベトナム語版","図形 三平方の定理 よく出る三角形","数学","00:02:28"
"https://www.youtube.com/watch?v=clBwOF3wpLI","中学3年","ベトナム語版","図形 円周角・中心角 等しい弧と円周角","数学","00:03:24"
"https://www.youtube.com/watch?v=clBwOF3wpLI","中学3年","ベトナム語版","図形 円周角と中心角 円周角の定義・定理","数学",
"https://www.youtube.com/watch?v=wGHKitW5xkw","中学3年","ベトナム語版","図形 円周角と中心角 円周角の定理 証明","数学","00:07:01"
"https://www.youtube.com/watch?v=s5xq5_0f9ck","中学3年","ベトナム語版","関数 事象と関数","数学","00:03:32"
"https://www.youtube.com/watch?v=-4nuONsIvoE","中学3年","ベトナム語版","関数 いろいろな事象と関数 グラフから式を立てる 一次関数","数学","00:02:48"
"https://www.youtube.com/watch?v=sN3U2gMJnS8","中学3年","ベトナム語版","関数 いろいろな事象と関数 グラフから式を立てる 二次関数","数学","00:02:46"
"https://www.youtube.com/watch?v=ojYH8r-d2mE","中学3年","ベトナム語版","関数 いろいろな事象と関数 式からグラフ","数学","00:03:01"
"https://www.youtube.com/watch?v=4QjnLTF2snM","中学3年","ベトナム語版","関数 いろいろな事象と関数 交点の座標を求める","数学","00:02:53"
"https://www.youtube.com/watch?v=pWtVkj3yOR0","中学3年","ベトナム語版","関数 y=x^2のグラフ","数学","00:03:03"
"https://www.youtube.com/watch?v=BzXzNXvhsJw","中学3年","ベトナム語版","関数 事象と関数 y＝ax^2","数学","00:04:08"
"https://www.youtube.com/watch?v=dyXeix-Be9g","中学3年","ベトナム語版","関数 y=x^2のグラフの特徴","数学","00:03:39"
"https://www.youtube.com/watch?v=XegShNwu98A","中学3年","ベトナム語版","データの活用 標本調査 乱数さい","数学","00:02:47"
"https://www.youtube.com/watch?v=hTp6DnMM6oY","中学3年","ベトナム語版","データの活用 標本調査 乱数表","数学","00:04:46"
"https://www.youtube.com/watch?v=TneETdK0WEg","中学3年","ベトナム語版","データの活用 標本調査 母集団と標本","数学","00:05:04"
"https://www.youtube.com/watch?v=m1yEF4l8UYI","中学3年","ベトナム語版","データの活用 標本調査 標本平均と母集団の平均","数学","00:06:49"
"https://www.youtube.com/watch?v=vUvsx-7_sD0","中学3年","ベトナム語版","データの活用 標本調査 標本の大きさと標本平均","数学","00:06:49"
"https://www.youtube.com/watch?v=J6Sgbjhjtb4","高校1年","日本語版","数と式 因数分解 3乗の和","数学","00:02:42"
"https://www.youtube.com/watch?v=5Az6U6rP88c","高校1年","日本語版","数と式 因数分解 たすきがけ","数学","00:03:55"
"https://www.youtube.com/watch?v=ZDt3t2v4vd0","高校1年","日本語版","数と式 因数分解 置き換えの利用","数学","00:02:44"
"https://www.youtube.com/watch?v=buZX5wDY9-o","高校1年","日本語版","数と式 集合 共通部分と和集合","数学","00:02:31"
"https://www.youtube.com/watch?v=76SkluICDOk","高校1年","日本語版","数と式 集合と命題 補集合","数学","00:04:11"
"https://www.youtube.com/watch?v=WItE5GsE4uM","高校1年","日本語版","数と式 数と式 一次不等式の基本","数学","00:02:33"
"https://www.youtube.com/watch?v=slDAP5UlxWI","高校1年","日本語版","数と式 数と式 不等式の性質と一次不等式の解き方","数学","00:03:30"
"https://www.youtube.com/watch?v=9_MInswGhbs","高校1年","日本語版","数と式 数と式 連立不等式の解き方","数学","00:02:20"
"https://www.youtube.com/watch?v=XYA_4BaLlUg","高校1年","日本語版","数と式 展開 ａ＋ｂ＋ｃ 2","数学","00:01:43"
"https://www.youtube.com/watch?v=7wLqvfB_JPQ","高校1年","日本語版","数と式 展開 ａｘ＋ｂ ｃｘ＋ｄ","数学","00:01:34"
"https://www.youtube.com/watch?v=70jl_NWoMb4","高校1年","日本語版","数と式 無理数の計算 根号を含む式","数学","00:01:30"
"https://www.youtube.com/watch?v=WFPyYaFQrpI","高校1年","日本語版","数と式 無理数の計算 分母の有理化","数学","00:01:58"
"https://www.youtube.com/watch?v=RmOyY0wYnR4","高校1年","日本語版","図形と計量 三角形 三角比の相互関係① tanθの公式","数学","00:03:20"
"https://www.youtube.com/watch?v=DgwhIvlDLmE","高校1年","日本語版","図形と計量 三角形の面積 ヘロンの公式","数学","00:03:30"
"https://www.youtube.com/watch?v=jDTts8pXu8w","高校1年","日本語版","図形と計量 三角比 三角比の相互関係② sinθとcosθの公式","数学","00:03:57"
"https://www.youtube.com/watch?v=DcX6WY6LnZs","高校1年","日本語版","図形と計量 三角比 三角比の相互関係③ cosθとtanθの公式","数学","00:03:55"
"https://www.youtube.com/watch?v=iH6LzbfgQ9o","高校1年","日本語版","図形と計量 三角比 正接","数学","00:01:59"
"https://www.youtube.com/watch?v=n9rzZg7Olik","高校1年","日本語版","図形と計量 三角比 余弦","数学","00:03:11"
"https://www.youtube.com/watch?v=Nm-CFcYWl8c","高校1年","日本語版","図形と計量 図形と計量 三角比の定義 基本","数学","00:02:43"
"https://www.youtube.com/watch?v=fyBiFIxAzd4","高校1年","日本語版","データの分析 データの散らばり①","数学","00:03:50"
"https://www.youtube.com/watch?v=u70WGsduneU","高校1年","日本語版","データの分析 データの散らばり②","数学","00:02:57"
"https://www.youtube.com/watch?v=hA3TJ0cfJWg","高校1年","日本語版","データの分析 データの相関 散布図 と相関関係","数学","00:04:23"
"https://www.youtube.com/watch?v=4o6tvLzkSq0","高校1年","日本語版","データの分析 データの相関 相関係数","数学","00:03:44"
"https://www.youtube.com/watch?v=Y2RArVWU_Wk","高校1年","日本語版","データの分析 データの代表値 中央値・最頻値","数学","00:03:46"
"https://www.youtube.com/watch?v=SM5lnUo5nUM","高校1年","日本語版","データの分析 データの代表値 平均値","数学","00:02:49"
"https://www.youtube.com/watch?v=d_kQ2693hUo","高校1年","日本語版","データの分析 データの分析 データの散らばりと四分位範囲","数学","00:05:17"
"https://www.youtube.com/watch?v=R1tsW2-wVsY","高校1年","日本語版","データの分析 データの分析 データの代表値","数学","00:04:49"
"https://www.youtube.com/watch?v=XYA_4BaLlUg","高校1年","日本語版","データの分析 データの分析 標準偏差","数学","00:01:43"
"https://www.youtube.com/watch?v=kSCCEvwF1Yw","高校1年","日本語版","データの分析 データの分析 分散","数学","00:04:38"
"https://www.youtube.com/watch?v=qgJOadpy_0s","高校1年","日本語版","二次関数 2次関数 最大・最小","数学","00:03:13"
"https://www.youtube.com/watch?v=4oxSrmzZ1LA","高校1年","日本語版","二次関数 2次関数 定義域 最大・最小","数学","00:03:10"
"https://www.youtube.com/watch?v=DjvE3dqBhEE","高校1年","日本語版","二次関数 2次関数と2次不等式①","数学","00:02:54"
"https://www.youtube.com/watch?v=SdnziRc_RBU","高校1年","日本語版","二次関数 2次関数と2次不等式②","数学","00:02:57"
"https://www.youtube.com/watch?v=HW-TFyfQauk","高校1年","日本語版","二次関数 二次関数 二次関数とそのグラフ","数学","00:02:32"
"https://www.youtube.com/watch?v=fr0d-dJQm6g","高校1年","日本語版","二次関数 二次関数 二次関数とそのグラフ応用","数学","00:02:40"
"https://www.youtube.com/watch?v=_MPWRFPGM8Y","高校1年","日本語版","二次関数 二次関数 二次関数の決定 軸に関する条件が与えられた場合","数学","00:03:33"
"https://www.youtube.com/watch?v=x-oii1BTzgc","高校1年","日本語版","二次関数 二次関数 二次関数の決定 頂点に関する条件が与えられた場合","数学","00:02:59"
"https://www.youtube.com/watch?v=Go8q5nhkVck","高校1年","日本語版","二次関数 二次関数と二次方程式 解の個数","数学","00:04:07"
"https://www.youtube.com/watch?v=j6wzlOZWDoA","高校1年","日本語版","二次関数 二次関数と二次方程式 二次方程式","数学","00:05:30"
"https://www.youtube.com/watch?v=v2-FMUMDgrw","高校1年","日本語版","二次関数 二次関数と二次方程式 判別式の証明","数学","00:04:51"
"https://www.youtube.com/watch?v=yTXCgiEe3-k","高校1年","日本語版","場合の数と確率 確率 排反","数学","00:02:41"
"https://www.youtube.com/watch?v=00HbWo7_qEE","高校1年","日本語版","場合の数と確率 確率 余事象","数学","00:02:32"
"https://www.youtube.com/watch?v=oGPBpqMIYc0","高校1年","日本語版","場合の数と確率 順列","数学","00:02:54"
"https://www.youtube.com/watch?v=LOpxACMFH1A","高校1年","日本語版","場合の数と確率 場合の数と確率 期待値 応用","数学","00:03:50"
"https://www.youtube.com/watch?v=OQWMZcuUjc8","高校1年","日本語版","場合の数と確率 場合の数と確率 期待値 基礎","数学","00:03:05"
"https://www.youtube.com/watch?v=SNh2BixW7Ig","高校1年","日本語版","場合の数と確率 数え上げの原理 樹形図","数学","00:02:09"
"https://www.youtube.com/watch?v=kybyB_zS3ec","高校1年","日本語版","場合の数と確率 数え上げの原理 和の法則","数学","00:03:16"
"https://www.youtube.com/watch?v=jKIWknpduyY","高校1年","日本語版","場合の数と確率 組み合わせ","数学","00:03:23"
"https://www.youtube.com/watch?v=MRR4ILfEr64","高校1年","日本語版","場合の数と確率 独立な試行と確率 独立な試行の確率","数学","00:02:02"
"https://www.youtube.com/watch?v=fScDiJpt1fw","高校1年","日本語版","場合の数と確率 独立な試行と確率 反復試行の確率","数学","00:02:55"
"https://www.youtube.com/watch?v=cGaWPH4rPQ4","高校2年","日本語版","いろいろな式 虚数 ωを用いた計算","数学","00:02:36"
"https://www.youtube.com/watch?v=tWQ34PZb_KY","高校2年","日本語版","いろいろな式 虚数 対称式の計算","数学","00:03:14"
"https://www.youtube.com/watch?v=XH8r249oyBk","高校2年","日本語版","いろいろな式 高次方程式 因数定理","数学","00:03:12"
"https://www.youtube.com/watch?v=HmLC0qWGFSA","高校2年","日本語版","いろいろな式 高次方程式 高次方程式の解き方","数学","00:03:34"
"https://www.youtube.com/watch?v=FK-SrNQn2_k","高校2年","日本語版","いろいろな式 式と証明 恒等式の証明","数学","00:02:49"
"https://www.youtube.com/watch?v=qX-8kgrMEl0","高校2年","日本語版","いろいろな式 式と証明 恒等式の問題","数学","00:02:06"
"https://www.youtube.com/watch?v=OVv01sdA2FY","高校2年","日本語版","いろいろな式 剰余の定理","数学","00:04:01"
"https://www.youtube.com/watch?v=FK7jQzLUfgk","高校2年","日本語版","いろいろな式 数学的帰納法 等式","数学","00:04:21"
"https://www.youtube.com/watch?v=7ZjED6jy8W4","高校2年","日本語版","いろいろな式 数学的帰納法 不等式","数学","00:03:11"
"https://www.youtube.com/watch?v=ZG3tbNEj-wc","高校2年","日本語版","いろいろな式 整式の乗法・除法・分数式の計算 3次式の因数分解","数学","00:02:40"
"https://www.youtube.com/watch?v=0UHE0hcKTY8","高校2年","日本語版","いろいろな式 整式の乗法・除法・分数式の計算 3次式の展開","数学","00:02:36"
"https://www.youtube.com/watch?v=d-BxKqbkxxk","高校2年","日本語版","いろいろな式 多項式の除法","数学","00:03:38"
"https://www.youtube.com/watch?v=DLaJ9fo_ptg","高校2年","日本語版","いろいろな式 等式と不等式の証明 等式の証明","数学","00:03:39"
"https://www.youtube.com/watch?v=v5tuTRru74s","高校2年","日本語版","いろいろな式 等式と不等式の証明 不等式の証明","数学","00:03:22"
"https://www.youtube.com/watch?v=7mOKilM9A7c","高校2年","日本語版","いろいろな式 複素数と方程式 応用編","数学","00:02:47"
"https://www.youtube.com/watch?v=imVY69N-mGA","高校2年","日本語版","いろいろな式 複素数と方程式 基礎編","数学","00:02:07"
"https://www.youtube.com/watch?v=zXR8189pAVY","高校2年","日本語版","いろいろな式 分数式の計算 分数式の加減法","数学","00:01:50"
"https://www.youtube.com/watch?v=trY0a-z8R8Q","高校2年","日本語版","いろいろな式 分数式の計算 分数式の乗除法","数学","00:02:20"
"https://www.youtube.com/watch?v=myq3lRFXo4o","高校2年","日本語版","いろいろな式 方程式,式と証明 因数定理","数学","00:02:56"
"https://www.youtube.com/watch?v=XDc5zybyYto","高校2年","日本語版","いろいろな式 方程式・式と証明剰余の定理","数学","00:02:17"
"https://www.youtube.com/watch?v=HsfkiRQoCbQ","高校2年","日本語版","三角関数 三角関数 2倍角の公式 cos2αの公式","数学","00:04:09"
"https://www.youtube.com/watch?v=PdwHAp-fx54","高校2年","日本語版","三角関数 三角関数 2倍角の公式 sin2αの公式","数学","00:04:01"
"https://www.youtube.com/watch?v=8rmp26Z728Q","高校2年","日本語版","三角関数 三角関数 三角関数とそのグラフ","数学","00:03:00"
"https://www.youtube.com/watch?v=6FDHnn7ex80","高校2年","日本語版","三角関数 三角関数 三角関数のグラフ y=cosxのグラフ","数学","00:04:41"
"https://www.youtube.com/watch?v=Y0HNeog4xVc","高校2年","日本語版","三角関数 三角関数 三角関数のグラフ y=sinxのグラフ","数学","00:04:47"
"https://www.youtube.com/watch?v=ASiLfDn3Jpo","高校2年","日本語版","三角関数 三角関数 三角関数のグラフ y=tanxのグラフ","数学","00:04:38"
"https://www.youtube.com/watch?v=b2IWUvJjlm8","高校2年","日本語版","三角関数 三角関数 三角関数のグラフ 弧度法","数学","00:03:31"
"https://www.youtube.com/watch?v=e7x-CW6n4P4","高校2年","日本語版","三角関数 三角関数の基本性質 弧度法","数学","00:03:00"
"https://www.youtube.com/watch?v=iHm4Ga4dISw","高校2年","日本語版","三角関数 三角関数の基本性質 度数法","数学","00:01:54"
"https://www.youtube.com/watch?v=aCbnPvi5pVs","高校2年","日本語版","指数・対数関数 指数・対数関数 底の変換公式","数学","00:04:28"
"https://www.youtube.com/watch?v=mnjpaatcMm0","高校2年","日本語版","指数・対数関数 指数の拡張 指数法則 a^m^n=a^mn","数学","00:02:27"
"https://www.youtube.com/watch?v=ODTYmvAcWxY","高校2年","日本語版","指数・対数関数 指数の拡張 指数法則 ab^mn=a^mb^n","数学","00:04:45"
"https://www.youtube.com/watch?v=LKGCPqNVASU","高校2年","日本語版","指数・対数関数 指数の拡張 指数法則 除法","数学","00:01:48"
"https://www.youtube.com/watch?v=tJqf6r_i1DY","高校2年","日本語版","指数・対数関数 指数の拡張 指数法則 乗法","数学","00:01:47"
"https://www.youtube.com/watch?v=vXBUWw8OWlA","高校2年","日本語版","指数・対数関数 指数関数とそのグラフ グラフの位置関係","数学","00:03:51"
"https://www.youtube.com/watch?v=XV_Psc9gXZ0","高校2年","日本語版","指数・対数関数 指数関数とそのグラフ グラフの作図","数学","00:03:05"
"https://www.youtube.com/watch?v=fFrTw2bYmXg","高校2年","日本語版","指数・対数関数 指数関数とそのグラフ 指数関数の特徴","数学","00:04:08"
"https://www.youtube.com/watch?v=Hf8MULwseGY","高校2年","日本語版","指数・対数関数 対数 指数と対数","数学","00:03:32"
"https://www.youtube.com/watch?v=1ZFZFebXOoI","高校2年","日本語版","指数・対数関数 対数 常用対数を利用した桁数","数学","00:03:24"
"https://www.youtube.com/watch?v=44A_tl2iHKA","高校2年","日本語版","指数・対数関数 対数 対数の性質","数学","00:04:02"
"https://www.youtube.com/watch?v=PU9vrTYmhaU","高校2年","日本語版","指数・対数関数 対数 対数方程式の解法","数学","00:03:07"
"https://www.youtube.com/watch?v=x12N5UVDUJw","高校2年","日本語版","指数・対数関数 対数関数 指数関数と対数関数の関係","数学","00:02:29"
"https://www.youtube.com/watch?v=QXnYlSqg8nQ","高校2年","日本語版","指数・対数関数 対数関数 対数関数のグラフ","数学","00:02:00"
"https://www.youtube.com/watch?v=dAyWoMFAagk","高校2年","日本語版","数列 いろいろな数列 階差数列","数学","00:02:11"
"https://www.youtube.com/watch?v=W-iexumHOg8","高校2年","日本語版","数列 いろいろな数列 階差数列の一般項","数学","00:02:47"
"https://www.youtube.com/watch?v=J-BAJYfzkX0","高校2年","日本語版","数列 数列 一般項について","数学","00:03:05"
"https://www.youtube.com/watch?v=Ou71rX_1nZE","高校2年","日本語版","数列 数列 項について","数学","00:02:24"
"https://www.youtube.com/watch?v=e8EFRTZK-NM","高校2年","日本語版","数列 数列 漸化式 階差数列","数学","00:03:32"
"https://www.youtube.com/watch?v=3iwrWw1NXdA","高校2年","日本語版","数列 数列 漸化式 等比数列","数学","00:02:44"
"https://www.youtube.com/watch?v=EmVpxqM7fac","高校2年","日本語版","数列 数列 等差数列の一般項","数学","00:02:55"
"https://www.youtube.com/watch?v=SGkrHbU27p4","高校2年","日本語版","数列 数列 等差数列の性質","数学","00:02:04"
"https://www.youtube.com/watch?v=SpKxtPAubmg","高校2年","日本語版","数列 数列 等差数列の漸化式","数学","00:02:59"
"https://www.youtube.com/watch?v=cylNrxEWJI8","高校2年","日本語版","数列 数列 等比数列の一般項","数学","00:02:45"
"https://www.youtube.com/watch?v=7k1m4vn1ORI","高校2年","日本語版","数列 数列 等比数列の性質","数学","00:01:55"
"https://www.youtube.com/watch?v=HPCLncCGAmU","高校2年","日本語版","数列 数列 特性方程式を用いる漸化式","数学","00:02:21"
"https://www.youtube.com/watch?v=G1EurUs68MQ","高校2年","日本語版","数列 等差数列の和 等差数列の和の公式","数学","00:02:54"
"https://www.youtube.com/watch?v=2bEt6RvPl3g","高校2年","日本語版","数列 等比数列の和 等比数列の和の公式","数学","00:02:51"
"https://www.youtube.com/watch?v=KjI0mxpsO8g","高校2年","日本語版","数列 様々な数列 和から一般項を求める","数学","00:02:35"
"https://www.youtube.com/watch?v=s_ZbTy7kNsE","高校2年","日本語版","図形と方程式 円の方程式 円の方程式の基本形","数学","00:02:36"
"https://www.youtube.com/watch?v=9uNROljlA5o","高校2年","日本語版","図形と方程式 円の方程式 3点を通る円の方程式","数学","00:03:22"
"https://www.youtube.com/watch?v=fAJ5rfazzbY","高校2年","日本語版","図形と方程式 円の方程式 円の方程式の一般形","数学","00:03:16"
"https://www.youtube.com/watch?v=V8m5g9Olzrc","高校2年","日本語版","図形と方程式 円の方程式 中心と点を通る円の方程式","数学","00:02:44"
"https://www.youtube.com/watch?v=WQDkRExxDo8","高校2年","日本語版","図形と方程式 図形と方程式 2点間の距離の定義 基本","数学","00:04:08"
"https://www.youtube.com/watch?v=C4xw84h4j6g","高校2年","日本語版","図形と方程式 図形と方程式 直線の方程式Ⅰの定義 基本","数学","00:02:55"
"https://www.youtube.com/watch?v=V60zjd1sYVU","高校2年","日本語版","図形と方程式 図形と方程式 直線の方程式Ⅱの定義 基本","数学","00:03:10"
