"URL","対象","言語","タイトル","科目","長さ"
"https://www.youtube.com/watch?v=TiFv-cv00i4","小学5年","韓国語版","数と計算 分数のたし算 異分母の計算","算数","00:02:17"
"https://www.youtube.com/watch?v=hbcRnInTYd0","小学5年","韓国語版","数と計算 分数のひき算 異分母の計算","算数","00:01:57"
"https://www.youtube.com/watch?v=DO4TW-ONdQs","小学5年","韓国語版","数と計算 約分 約分の仕方","算数","00:02:06"
"https://www.youtube.com/watch?v=0n-knDRtciM&index=275&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学5年","韓国語版","図形 おうぎ形の孤の長さ","算数","00:03:02"
"https://www.youtube.com/watch?v=QsdJH18PNRs","小学5年","韓国語版","図形 図形 三角形の内角","算数","00:02:16"
"https://www.youtube.com/watch?v=9MqXZRz22tI","小学5年","韓国語版","図形 台形 面積の求め方","算数","00:01:46"
"https://www.youtube.com/watch?v=6oQb8lKn3vU","小学5年","韓国語版","図形 台形 面積の公式","算数","00:01:49"
"https://www.youtube.com/watch?v=2QNypxt-5p8&index=269&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学5年","韓国語版","図形 面積 三角形の面積の求め方","算数","00:02:00"
"https://www.youtube.com/watch?v=-ECtSoMhe6s&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=272","小学5年","韓国語版","図形 面積の求め方を考えよう 平行四辺形の面積の求め方","算数","00:02:42"
"https://www.youtube.com/watch?v=n5mQ7Wx2dTc&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=186","小学5年","韓国語版","変化と関係 速さ 水道タンクその①","算数","00:04:46"
"https://www.youtube.com/watch?v=-POxDCMtYl8&index=169&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学5年","韓国語版","変化と関係 速さ 水道タンクその②","算数","00:04:12"
"https://www.youtube.com/watch?v=YMNgT1vUnkc&index=170&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学5年","韓国語版","変化と関係 速さ 水道タンクその③","算数","00:04:17"
"https://www.youtube.com/watch?v=xCAHAL7bTZU","小学5年","韓国語版","変化と関係 単位量あたりの大きさ こみぐあいの比べ方","算数","00:02:50"
"https://www.youtube.com/watch?v=oO6nYzAc6i0&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=279","小学5年","韓国語版","変化と関係 平均の考え方","算数","00:02:23"
"https://www.youtube.com/watch?v=lK7lnMocrDw&index=187&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学5年","韓国語版","変化と関係 密度 こみぐあい 小数と小数","算数","00:02:39"
"https://www.youtube.com/watch?v=8-Q9WV3FYSg&index=188&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学5年","韓国語版","変化と関係 密度 こみぐあい 整数と小数","算数","00:02:26"
"https://www.youtube.com/watch?v=oy-zXje5aPs&index=172&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学5年","韓国語版","変化と関係 密度 こみぐあい 整数と整数","算数","00:02:21"
"https://www.youtube.com/watch?v=0uluVPN8r9c","小学6年","韓国語版","数と計算 逆数 逆数を理解する","算数","00:01:21"
"https://www.youtube.com/watch?v=dmjhHfUwAH4&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=271","小学6年","韓国語版","数と計算 分数 分数どうしのかけ算","算数","00:01:50"
"https://www.youtube.com/watch?v=DlvQYB2Z1H8","小学6年","韓国語版","数と計算 分数のかけ算 計算の仕方①","算数","00:02:30"
"https://www.youtube.com/watch?v=om3vu5xqWH8","小学6年","韓国語版","数と計算 分数のかけ算 計算の仕方②","算数","00:02:14"
"https://www.youtube.com/watch?v=GKS8vdh1vPI","小学6年","韓国語版","数と計算 分数のかけ算 式の立て方","算数","00:02:34"
"https://www.youtube.com/watch?v=VG6gsLWg-ag","小学6年","韓国語版","数と計算 分数のわり算 概念 シンガポール","算数","00:02:29"
"https://www.youtube.com/watch?v=CtjwAE2A3cY","小学6年","韓国語版","数と計算 分数のわり算 概念 わり算の性質","算数","00:01:15"
"https://www.youtube.com/watch?v=zFRtOCp1Q9w","小学6年","韓国語版","数と計算 分数のわり算 概念 面積図","算数","00:02:37"
"https://www.youtube.com/watch?v=jblhwHXKUSg","小学6年","韓国語版","数と計算 分数のわり算 計算の仕方","算数","00:01:12"
"https://www.youtube.com/watch?v=WtfiBQrVweI&index=274&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学6年","韓国語版","図形 角柱と円柱の体積 円柱の体積","算数","00:03:03"
"https://www.youtube.com/watch?v=Mg3WMCf9IsU&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=268","小学6年","韓国語版","図形 角柱と円柱の体積 角柱の体積","算数","00:02:10"
"https://www.youtube.com/watch?v=3kWwQh3osdA&index=276&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学6年","韓国語版","図形 線対称","算数","00:02:21"
"https://www.youtube.com/watch?v=F03r8dSW3QM&index=287&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学6年","韓国語版","図形 対称な図形 三角形","算数","00:03:25"
"https://www.youtube.com/watch?v=Lsp48eIygjI&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=270","小学6年","韓国語版","図形 対称な図形 四角形","算数","00:04:07"
"https://www.youtube.com/watch?v=pX2X7H2uQ8o&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=281","小学6年","韓国語版","変化と関係 速さ 速さの求め方","算数","00:01:41"
"https://www.youtube.com/watch?v=d5Vv5fV6iuk&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=289","小学6年","韓国語版","変化と関係 比 比の計算","算数","00:02:06"
"https://www.youtube.com/watch?v=RnQEj4buKXQ&index=227&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学1年","中国語版","測定 時計はどれでしょう","算数","00:01:59"
"https://www.youtube.com/watch?v=uvN3D9NgOjA","小学1年","中国語版","測定 時刻と時間 定義","算数","00:01:25"
"https://www.youtube.com/watch?v=0X8PA1K0AhM&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=200","小学2年","中国語版","数と計算 1桁＋1桁繰り上がり1回加法","算数","00:01:34"
"https://www.youtube.com/watch?v=ASI9GGDfhhE&index=196&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学2年","中国語版","数と計算 1桁＋1桁繰り上がりなし加法","算数","00:01:30"
"https://www.youtube.com/watch?v=0ZeEhhpYM0M&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=202","小学2年","中国語版","数と計算 1桁×1桁繰り上がりあり乗法","算数","00:01:21"
"https://www.youtube.com/watch?v=nWynZmPshTE&index=201&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学2年","中国語版","数と計算 1桁×1桁繰り上がりなし乗法","算数","00:01:25"
"https://www.youtube.com/watch?v=OeV-VHJWm74&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=193","小学2年","中国語版","数と計算 1桁－1桁繰り下がりなし減法","算数","00:01:26"
"https://www.youtube.com/watch?v=29zXw_mOHck&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=203","小学2年","中国語版","数と計算 2桁＋1桁繰り上がり1回加法","算数","00:01:44"
"https://www.youtube.com/watch?v=rDILFIVX20U&index=198&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学2年","中国語版","数と計算 2桁＋1桁繰り上がり2回加法","算数","00:02:13"
"https://www.youtube.com/watch?v=pjE13kVM9Gw&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=199","小学2年","中国語版","数と計算 2桁＋1桁繰り上がりなし加法","算数","00:01:38"
"https://www.youtube.com/watch?v=lLAgy6tn9zE&index=204&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学2年","中国語版","数と計算 2桁－1桁繰り下がり1回減法","算数","00:02:04"
"https://www.youtube.com/watch?v=JZEeGekg3WI&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=205","小学2年","中国語版","数と計算 2桁－1桁繰り下がりなし減法","算数","00:01:36"
"https://www.youtube.com/watch?v=-EpnGIf4qvk&index=206&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学2年","中国語版","数と計算 3桁＋2桁繰り上がり1回加法","算数","00:02:05"
"https://www.youtube.com/watch?v=gcKBR3lg0EY&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=207","小学2年","中国語版","数と計算 3桁＋2桁繰り上がり2回加法","算数","00:02:13"
"https://www.youtube.com/watch?v=pRlgObjNeGQ&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=208","小学2年","中国語版","数と計算 3桁＋2桁繰り上がりなし加法","算数","00:01:47"
"https://www.youtube.com/watch?v=LMGkPSaTcLo&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=197","小学2年","中国語版","数と計算 3桁＋3桁繰り上がり1回加法","算数","00:01:56"
"https://www.youtube.com/watch?v=bev8JFagIY0&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=211","小学2年","中国語版","数と計算 3桁＋3桁繰り上がりなし加法","算数","00:01:48"
"https://www.youtube.com/watch?v=QYalLbLMnBw&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=218","小学2年","中国語版","数と計算 3桁－2桁繰り下がり1回減法①","算数","00:02:24"
"https://www.youtube.com/watch?v=MzwZIzHkxoI&index=194&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学2年","中国語版","数と計算 3桁－2桁繰り下がり1回減法②","算数","00:02:30"
"https://www.youtube.com/watch?v=uixEq0KRHvY&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=217","小学2年","中国語版","数と計算 3桁－2桁繰り下がり2回減法","算数","00:02:49"
"https://www.youtube.com/watch?v=YG-GCM5Xi80&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=195","小学2年","中国語版","数と計算 3桁－2桁繰り下がりなし減法","算数","00:01:59"
"https://www.youtube.com/watch?v=T54ZNq3X8Cs&index=310&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学2年","中国語版","数と計算 たすのかなひくのかな","算数","00:01:57"
"https://www.youtube.com/watch?v=8bzwKaLvRBM","小学2年","中国語版","図形 三角形と四角形を見分けよう","算数","00:02:37"
"https://www.youtube.com/watch?v=T54ZNq3X8Cs&index=310&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学3年","中国語版","数と計算 2桁×1桁繰り上がりあり乗法","算数",
"https://www.youtube.com/watch?v=ypS-hBMbKlI&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=309","小学3年","中国語版","数と計算 2桁×1桁繰り上がりなし乗法","算数","00:01:45"
"https://www.youtube.com/watch?v=_jWKIAShnJg&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=305","小学3年","中国語版","数と計算 2桁×2桁繰り上がりあり乗法","算数","00:02:19"
"https://www.youtube.com/watch?v=xp7pfiTNGPI&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=299","小学3年","中国語版","数と計算 そろばん 1桁＋1桁繰り上がりあり加法","算数","00:01:59"
"https://www.youtube.com/watch?v=9Dqsm6mQ0JM","小学3年","中国語版","数と計算 そろばん 1桁＋1桁繰り上がりなし加法 五珠の合成","算数","00:02:39"
"https://www.youtube.com/watch?v=7YLDIJUO5Q4&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=307","小学3年","中国語版","数と計算 そろばん 1桁＋1桁繰り上がりなし加法","算数","00:01:31"
"https://www.youtube.com/watch?v=hYvmW_-KFJQ&index=306&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学3年","中国語版","数と計算 そろばん 1桁－1桁減法①","算数","00:01:45"
"https://www.youtube.com/watch?v=EVfYEX3TCYc&index=301&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学3年","中国語版","数と計算 そろばん 1桁－1桁減法②","算数","00:02:14"
"https://www.youtube.com/watch?v=6PfGtpVcxLo","小学3年","中国語版","数と計算 そろばん 2桁＋1桁加法","算数","00:02:54"
"https://www.youtube.com/watch?v=4rc7kNumUfQ","小学3年","中国語版","数と計算 そろばん 2桁＋2桁加法","算数","00:02:40"
"https://www.youtube.com/watch?v=EYnBnlCADTg","小学3年","中国語版","数と計算 そろばん 2桁－1桁繰り下がりあり減法","算数","00:02:31"
"https://www.youtube.com/watch?v=7mDgDb62swk","小学3年","中国語版","数と計算 そろばん 2桁－2桁減法","算数","00:02:13"
"https://www.youtube.com/watch?v=OGS99sI1zWU&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=297","小学3年","中国語版","数と計算 そろばん 基本","算数","00:02:21"
"https://www.youtube.com/watch?v=EUMPga4we8E&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=298","小学3年","中国語版","数と計算 そろばん 数の置き方①","算数","00:02:46"
"https://www.youtube.com/watch?v=XG54LDGmIPQ&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=300","小学3年","中国語版","数と計算 そろばん 数の置き方②","算数","00:04:16"
"https://www.youtube.com/watch?v=SNwSdDsjh1E&index=303&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学3年","中国語版","数と計算 小数1位＋小数1位繰り上がり1回加法","算数","00:02:34"
"https://www.youtube.com/watch?v=vofSVoo6QUY&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=308","小学3年","中国語版","数と計算 小数1位＋整数加法","算数","00:02:18"
"https://www.youtube.com/watch?v=DYOdXCZu3Mw&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=302","小学3年","中国語版","数と計算 小数1位－小数1位減法","算数","00:02:39"
"https://www.youtube.com/watch?v=6U9uvERWaOQ&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=296","小学3年","中国語版","数と計算 小数1位－小数2位減法","算数","00:03:33"
"https://www.youtube.com/watch?v=JOKkk2J-23Q&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=314","小学3年","中国語版","数と計算 小数1位－整数減法","算数","00:02:58"
"https://www.youtube.com/watch?v=hf_bfepQ4-8&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=295","小学3年","中国語版","数と計算 小数2位－小数1位減法","算数","00:02:38"
"https://www.youtube.com/watch?v=F2aq2eKspHo&index=304&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学3年","中国語版","数と計算 整数＋小数1位加法","算数","00:02:13"
"https://www.youtube.com/watch?v=k7jmkK6oMLU&index=313&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学3年","中国語版","数と計算 整数－小数1位減法","算数","00:02:46"
"https://www.youtube.com/watch?v=JgwzMpr86JE","小学3年","中国語版","数と計算 分数のたし算 同分母の計算","算数","00:02:14"
"https://www.youtube.com/watch?v=4Aluooya82U","小学3年","中国語版","数と計算 分数のひき算 同分母の計算","算数","00:02:20"
"https://www.youtube.com/watch?v=erYNEYAuN8g","小学3年","中国語版","数と計算 分数の考え方","算数","00:02:13"
"https://www.youtube.com/watch?v=xczkjf3w5AI","小学3年","中国語版","図形 円 円のかき方","算数","00:01:00"
"https://www.youtube.com/watch?v=r-B_Tdmaywg","小学3年","中国語版","図形 円 円の半径と直径","算数","00:02:08"
"https://www.youtube.com/watch?v=kqYPS71y14s","小学3年","中国語版","図形 二等辺三角形 かきかた","算数","00:01:43"
"https://www.youtube.com/watch?v=XBWEaSBwaVs","小学3年","中国語版","測定 長さの単位変換 km→ｍ","算数","00:02:14"
"https://www.youtube.com/watch?v=x3B6xx2xxnY&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=59","小学4年","中国語版","数と計算 1桁÷1桁あまりあり除法","算数","00:02:56"
"https://www.youtube.com/watch?v=n3dDx_BwNSs&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=58","小学4年","中国語版","数と計算 1桁÷1桁あまりなし除法","算数","00:03:06"
"https://www.youtube.com/watch?v=XdGjnCZZG-w&index=226&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学4年","中国語版","数と計算 2桁÷1桁あまりあり除法","算数","00:04:28"
"https://www.youtube.com/watch?v=6nFRTwYLwGI&index=60&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学4年","中国語版","数と計算 2桁÷1桁あまりなし除法","算数","00:04:20"
"https://www.youtube.com/watch?v=VttrmO4mnaY&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=62","小学4年","中国語版","数と計算 2桁÷2桁あまりあり除法","算数","00:03:43"
"https://www.youtube.com/watch?v=FKpERiEJcaU&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=61","小学4年","中国語版","数と計算 2桁÷2桁あまりなし除法","算数","00:03:18"
"https://www.youtube.com/watch?v=kLnUnQlKlfg","小学4年","中国語版","数と計算 3桁÷1桁あまりあり除法","算数","00:04:19"
"https://www.youtube.com/watch?v=XWJbTlK89lc&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=63","小学4年","中国語版","数と計算 3桁÷1桁あまりなし除法","算数","00:05:25"
"https://www.youtube.com/watch?v=U77KZiYnE04&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=64","小学4年","中国語版","数と計算 3桁÷2桁あまりあり除法","算数","00:05:00"
"https://www.youtube.com/watch?v=Y7PdhOTO4Rs&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=239","小学4年","中国語版","数と計算 3桁÷2桁あまりなし除法","算数","00:05:02"
"https://www.youtube.com/watch?v=KducjXazeC4","小学4年","中国語版","数と計算 概数 四捨五入","算数","00:02:04"
"https://www.youtube.com/watch?v=aUC6F_kF-xo","小学4年","中国語版","数と計算 概数のかけ算","算数","00:02:27"
"https://www.youtube.com/watch?v=0OeanMOs_g4&index=231&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学4年","中国語版","数と計算 小数1位×整数乗法","算数","00:05:30"
"https://www.youtube.com/watch?v=YTVmSA2RZIs&index=240&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学4年","中国語版","数と計算 小数2位＋小数1位加法","算数","00:03:43"
"https://www.youtube.com/watch?v=h16nv8ripTw&index=244&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学4年","中国語版","数と計算 小数2位＋小数2位繰り上がり1回加法","算数","00:03:35"
"https://www.youtube.com/watch?v=gB99DYHf2xw","小学4年","中国語版","数と計算 小数2位－小数2位減法","算数","00:03:01"
"https://www.youtube.com/watch?v=820ZBMs3-ds&index=241&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学4年","中国語版","数と計算 整数×小数1位乗法","算数","00:05:46"
"https://www.youtube.com/watch?v=FnnghiSwWdU","小学4年","中国語版","図形 台形 定義","算数","00:02:52"
"https://www.youtube.com/watch?v=O8iD4BJE39I","小学4年","中国語版","図形 直方体 立体図形の特徴","算数","00:01:18"
"https://www.youtube.com/watch?v=6iQ82U9T03w&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=65","小学4年","中国語版","図形 直方体と立方体 立方体の展開図と展開方法①","算数","00:01:33"
"https://www.youtube.com/watch?v=O8TQpessRh4&index=66&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学4年","中国語版","図形 直方体と立方体 立方体の展開図と展開方法②","算数","00:01:34"
"https://www.youtube.com/watch?v=xdLYvlbLYh4&index=67&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学4年","中国語版","図形 直方体と立方体 立方体の展開図と展開方法③","算数","00:01:46"
"https://www.youtube.com/watch?v=UwOLCcw1_FM&index=68&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学4年","中国語版","図形 直方体と立方体 立方体の展開図と展開方法④","算数","00:01:39"
"https://www.youtube.com/watch?v=ApVBC5g6E4w&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=69","小学4年","中国語版","図形 直方体と立方体 立方体の展開図と展開方法⑤","算数","00:02:13"
"https://www.youtube.com/watch?v=xg4DsKgnoxs&index=243&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学4年","中国語版","図形 直方体と立方体 立方体の展開図と展開方法⑥","算数","00:01:55"
"https://www.youtube.com/watch?v=dqg84WEJc6o&index=242&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学4年","中国語版","図形 直方体と立方体 立方体の展開図と展開方法⑦","算数","00:01:44"
"https://www.youtube.com/watch?v=Y07_ShlqDSI&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=237","小学4年","中国語版","図形 直方体と立方体 立方体の展開図と展開方法⑧","算数","00:01:37"
"https://www.youtube.com/watch?v=9MG0HdseLZo&index=236&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学4年","中国語版","図形 直方体と立方体 立方体の展開図と展開方法⑨","算数","00:01:47"
"https://www.youtube.com/watch?v=I02LtiCrnxQ&index=235&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学4年","中国語版","図形 直方体と立方体 立方体の展開図と展開方法⑩","算数","00:01:42"
"https://www.youtube.com/watch?v=bDrwVpptmXE&index=228&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学4年","中国語版","図形 直方体と立方体 立方体の展開図と展開方法⑪","算数","00:01:38"
"https://www.youtube.com/watch?v=7hSIVEkTD2U","小学4年","中国語版","図形 面積 定義","算数","00:02:04"
"https://www.youtube.com/watch?v=yDdTcarKAOY&index=312&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学4年","中国語版","図形 面積 練習問題","算数","00:01:18"
"https://www.youtube.com/watch?v=gelPbDgqamI","小学4年","中国語版","図形 面積の求め方の工夫①","算数","00:02:15"
"https://www.youtube.com/watch?v=PJhtmNfZl-s","小学4年","中国語版","図形 面積の求め方の工夫②","算数","00:01:56"
"https://www.youtube.com/watch?v=apb2qmL2wjQ&index=234&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学4年","中国語版","図形 立体の展開図 展開図の種類","算数","00:02:48"
"https://www.youtube.com/watch?v=vgPqMKQ4W-I","小学4年","中国語版","図形 立方体 立体図形の特徴","算数","00:01:00"
"https://www.youtube.com/watch?v=b-EM2BfxAL4","小学4年","中国語版","変化と関係 どのように変わるか調べよう 数と長さの関係","算数","00:01:09"
"https://www.youtube.com/watch?v=5vYRViQBh4Q&index=233&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学5年","中国語版","数と計算 公倍数の意味","算数","00:00:43"
"https://www.youtube.com/watch?v=ikF3oSb8BHg&index=238&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学5年","中国語版","数と計算 公倍数の求め方","算数","00:02:13"
"https://www.youtube.com/watch?v=73bb4th9vFQ&index=230&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学5年","中国語版","数と計算 小数1位×小数1位乗法","算数","00:05:57"
"https://www.youtube.com/watch?v=Xxmbu-KZy8g&index=225&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa","小学5年","中国語版","数と計算 小数1位×小数2位乗法","算数","00:07:07"
"https://www.youtube.com/watch?v=CesfeMFd4HI","小学5年","中国語版","数と計算 小数2位×小数1位乗法","算数","00:05:16"
"https://www.youtube.com/watch?v=eIYYrEzGd1E","小学5年","中国語版","数と計算 小数2位×小数2位乗法","算数","00:05:39"
"https://www.youtube.com/watch?v=H9HqUT0tUUc","小学5年","中国語版","数と計算 整数 約数の求め方","算数","00:01:47"
"https://www.youtube.com/watch?v=lEuZjJHbpKI","小学5年","中国語版","数と計算 通分 大きさ比べ","算数","00:01:13"
"https://www.youtube.com/watch?v=FgMpDsjCk7Y","小学5年","中国語版","数と計算 通分 通分の仕方","算数","00:00:51"
"https://www.youtube.com/watch?v=VN2RqTj8Pwg","小学5年","中国語版","数と計算 倍数と公倍数と最小公倍数","算数","00:01:55"
"https://www.youtube.com/watch?v=MQyJutXUYCU&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=232","小学5年","中国語版","数と計算 倍数の意味","算数","00:00:49"
"https://www.youtube.com/watch?v=V5PyNGeowCM&list=PLOT1dLQymBhnBh9lSR-YH8txZMKOdKELa&index=229","小学5年","中国語版","数と計算 倍数の求め方","算数","00:02:10"
"https://www.youtube.com/watch?v=PEJalzNqcUI","小学5年","中国語版","数と計算 分数のたし算 異分母の計算","算数","00:02:07"
"https://www.youtube.com/watch?v=MFkCNq1vUp8","小学5年","中国語版","数と計算 分数のひき算 異分母の計算","算数","00:02:12"
"https://www.youtube.com/watch?v=W2iKc2jY-p4","小学5年","中国語版","数と計算 約分 約分の仕方","算数","00:02:03"
"https://www.youtube.com/watch?v=hzq5LpK_QjM","小学5年","中国語版","図形 おうぎ形の孤の長さ","算数","00:02:18"
"https://www.youtube.com/watch?v=TjGHwUMEwkQ","小学5年","中国語版","図形 図形 三角形の内角","算数","00:02:31"
"https://www.youtube.com/watch?v=g0lIcajZlXk","小学5年","中国語版","図形 台形 面積の求め方","算数","00:01:47"
"https://www.youtube.com/watch?v=tl5IdNVc6ms","小学5年","中国語版","図形 台形 面積の公式","算数","00:01:46"
"https://www.youtube.com/watch?v=fya6L_b-CJI","小学5年","中国語版","図形 面積 三角形の面積の求め方","算数","00:01:14"
"https://www.youtube.com/watch?v=fc-RhgGrH9k","小学5年","中国語版","図形 面積の求め方を考えよう 平行四辺形の面積の求め方","算数","00:01:37"
"https://www.youtube.com/watch?v=Mu1tfCdLRhY","小学5年","中国語版","変化と関係 速さ 水道タンクその①","算数","00:03:26"
"https://www.youtube.com/watch?v=4XCV4ssH1XE","小学5年","中国語版","変化と関係 速さ 水道タンクその②","算数","00:03:09"
"https://www.youtube.com/watch?v=jwVOqOq385E","小学5年","中国語版","変化と関係 速さ 水道タンクその③","算数","00:03:44"
"https://www.youtube.com/watch?v=N6zBDTVRUII","小学5年","中国語版","変化と関係 単位量あたりの大きさ こみぐあいの比べ方","算数","00:02:24"
"https://www.youtube.com/watch?v=KGZZ_c7Go80","小学5年","中国語版","変化と関係 平均の考え方","算数","00:02:05"
"https://www.youtube.com/watch?v=vdQDoHVsd08","小学5年","中国語版","変化と関係 密度 こみぐあい 小数と小数","算数","00:01:32"
"https://www.youtube.com/watch?v=lu6uz5E4uJc","小学5年","中国語版","変化と関係 密度 こみぐあい 整数と小数","算数","00:01:37"
"https://www.youtube.com/watch?v=bbtvJq_w5TM","小学5年","中国語版","変化と関係 密度 こみぐあい 整数と整数","算数","00:01:30"
"https://www.youtube.com/watch?v=fl65XTX_xGM","小学6年","中国語版","数と計算 逆数 逆数を理解する","算数","00:01:17"
"https://www.youtube.com/watch?v=oUjNvlr9X40","小学6年","中国語版","数と計算 分数 分数どうしのかけ算","算数","00:01:22"
"https://www.youtube.com/watch?v=Wm6Cead5Xko","小学6年","中国語版","数と計算 分数のかけ算 計算の仕方①","算数","00:02:26"
"https://www.youtube.com/watch?v=bLhPIA-aPEk","小学6年","中国語版","数と計算 分数のかけ算 計算の仕方②","算数","00:02:40"
"https://www.youtube.com/watch?v=kSwZ04r-UGI","小学6年","中国語版","数と計算 分数のかけ算 式の立て方","算数","00:02:45"
