"教材ID","教材シリーズ名","教材種別","対象","科目","提供","提供URL","URL","No","タイトル","公開日","長さ","機材","キーボード","月","単元名","ページ","サイト名","内容","注意事項など","言語","講師","教科"
"9","京都教育大学の学生製作補助教材","動画","中学2年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=iG4GQq6brk0",,"図形 三角形の合同条件 一辺両端角相等",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学2年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=eDCf0blFyF8",,"図形 平面図形の合同2",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学2年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=XqnrlZ3hRDY",,"図形 平行四辺形になるための条件",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学2年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=duTqoXm6jpY",,"図形 平行線の性質",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学2年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=KeUNfVFTCDE",,"図形 平行四辺形の性質の証明3 対角線",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学2年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=DaKr2ll-Oc0",,"図形 平行四辺形の性質",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学2年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=ev0evl0kpxE",,"図形 平行四辺形の性質の証明2 対角",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学2年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=Z40ITEjTI9c",,"図形 平行四辺形の性質の証明1 対辺",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学2年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=mePW9X4-acw",,"関数 事象と一次関数",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学2年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=s7sHPiIOQ_Q",,"関数 一次関数のグラフのかき方",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学2年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=ODh4LnCBcO4",,"関数 事象と一次関数 2",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学2年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=XHOVoDjHyPc",,"関数 事象と一次関数 求め方",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学2年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=kvIR3Uj1FzM",,"関数 一次関数の式の求め方",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学2年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=lCUJ2W5aidk",,"関数 二元一次方程式と関数",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学2年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=7fZJogLY_mE",,"関数 一次関数の利用",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学2年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=fc_H0rEg8Fo",,"データの活用 確率 同時に2個の玉を取り出すとき",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学2年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=vv6s_0TNVWM",,"データの活用 箱ひげ図 読み取り方や分かる情報",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学2年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=aBUO4CHKUJo",,"データの活用 箱ひげ図 作り方",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学2年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=FNLa8fcczeo",,"データの活用 ことがらの起こりやすさ・確率",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学2年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=efN3N51VEt4",,"データの活用 箱ひげ図 データの分布と箱ひげ図",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学2年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=YajuVTYFnmo",,"データの活用 確率 3枚の硬貨",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=lO_y_9HQ8xI",,"数と式 因数分解 x2+a+bx+ab",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=e57KAewPsg4",,"数と式 因数分解 共通因数でくくる",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=cJhRqDBlaPA",,"数と式 因数分解 共通因数でくくる 応用",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=n2mhRsTOW24",,"数と式 因数分解 乗法公式の利用",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=YIyTjJPvnJM",,"数と式 多項式 乗法公式",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=n87VouMROx4",,"数と式 多項式の乗法 置き換え",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=PBXlWyTqf18",,"数と式 多項式と単項式の乗法",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=VMBoU9VK9YA",,"数と式 多項式と単項式の除法",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=v5osQ3xu0X4",,"数と式 単項式と多項式の除法",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=OsFjqASCseY",,"数と式 式の展開 乗法公式を用いて",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=l9Si8GhmHAk",,"数と式 式の展開 応用編",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=rc2cTvNtbpw",,"数と式 式の展開 分配法則を用いて",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=vcKAj9j1obw",,"数と式 二次方程式とは",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=6LK0k87vWnY",,"数と式 二次方程式の必要性",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=2cOjAzd-MHo",,"数と式 二次方程式の必要性と意味及びその解の意味 二次方程式とは",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=9fpu8xz6CGA",,"数と式 二次方程式の必要性と意味及びその解の意味 解とは",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=WXdEtZg_P-Y",,"数と式 二次方程式の解き方 解の公式",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=42MJKPu_kQw",,"数と式 二次方程式と因数分解 基本編",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=EJvBkVuPGC0",,"数と式 二次方程式と因数分解 応用編",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=23lHJZy1bio",,"数と式 二次方程式 二次方程式の解き方",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=_1bbZjeMFuY",,"数と式 二次方程式 二次方程式の作り方",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=xnMimWlptGY",,"数と式 二次方程式を解くこと 平方根の考えを使った解き方",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=LBd04MkNp2s",,"数と式 平方根 √を含む式の除法",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=2LQ80igCzKM",,"数と式 平方根 √を含む式の和と差",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=cAxmhN7fmLA",,"図形 平行線と線分 平行線と線分の比",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=QVzKMmAOydU",,"図形 平行線と線分 平行線と線分の比 応用",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=I3lVJWDXrYQ",,"図形 平行線と線分 平行線と線分の比 相似比等",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=c7BhNyevY7w",,"図形 平行線と比 中点連結定理",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=DAsXfROu74U",,"図形 平行線と比 三角形と比",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=X6vQ06hEoGg",,"図形 三角形の相似条件 二辺比夾角相等",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=zpVNkKRRS8w",,"図形 三角形の相似条件 二角相等",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=eFnFZb5hPHc",,"図形 三角形の相似条件 三辺比相等",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=FCdxe8Aj-js",,"図形 三角形の相似 三角錐の体積比",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=JRrWZh4tXdo",,"図形 三角形の相似 四角錐の体積比",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=KsV7eJLYkVQ",,"図形 三角形の相似 円錐の体積比",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=s802svb7pW0",,"図形 三角形の性質 相似比",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=ZnZyD7ESumY",,"図形 三角形の性質 相似比の計算",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=t2VdcDi-dEA",,"図形 平面図形の相似",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=w3CCrWozUBQ",,"図形 相似な図形 面積比",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=SgdoTMKfO7Q",,"図形 三平方の定理 三平方の定理の使い方",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=n9GpqH9Y7bQ",,"図形 三平方の定理 三角形の高さ",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=rKyj_zBXZf4",,"図形 三平方の定理 円錐の体積",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=d__21WKXiDQ",,"図形 三平方の定理 三平方の定理の逆",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=860NH-RCq7M",,"図形 三平方の定理 よく出る三角形",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=jSd_JbxaMu4",,"図形 円周角・中心角 等しい弧と円周角",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=A80jlGEaT1A",,"図形 円周角と中心角 円周角の定義・定理",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=GZeagQC7bOE",,"図形 円周角と中心角 円周角の定理 証明",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=AgOrIuqqgbk",,"関数 事象と関数",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=VRBnY2hG25A",,"関数 いろいろな事象と関数 グラフから式を立てる 一次関数",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=dXT-HiCzFnw",,"関数 いろいろな事象と関数 グラフから式を立てる 二次関数",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=TSIYnMCpSQo",,"関数 いろいろな事象と関数 式からグラフ",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=6oct80qcLYM",,"関数 いろいろな事象と関数 交点の座標を求める",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=_-V3m5XWly0",,"関数 y=x^2のグラフ",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=eQ3IYJR2m_U",,"関数 事象と関数 y＝ax^2",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=-x6bUWs7p2I",,"関数 y=x^2のグラフの特徴",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=SQWycGmuyGQ",,"データの活用 標本調査 乱数さい",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=aziBC6ZX7Vk",,"データの活用 標本調査 乱数表",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=c6_Ih2c5w7M",,"データの活用 標本調査 母集団と標本",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=0GH9Sa7wB6g",,"データの活用 標本調査 標本平均と母集団の平均",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学3年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=0-1tss_y96A",,"データの活用 標本調査 標本の大きさと標本平均",,,,,,,,,,,"韓国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学1年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=86aLJfoDCKY",,"数と式 1次式の加法、減法",,,,,,,,,,,"中国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学1年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=alVD15pcdGw",,"数と式 1次式の加減",,,,,,,,,,,"中国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学1年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=x4N0bnAO0po",,"数と式 移項",,,,,,,,,,,"中国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学1年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=5BQJmO7cHNM",,"数と式 正負の数 乗法の計算",,,,,,,,,,,"中国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学1年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=Je8dxTbai6s",,"数と式 不等式の性質 不等式と足し算",,,,,,,,,,,"中国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学1年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=IiXkUvn3INA",,"数と式 文字の計算 加減 文字と数が混じった計算",,,,,,,,,,,"中国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学1年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=V2Z1_T1S3lo",,"数と式 正の数・負の数の計算 負の数をひくこと",,,,,,,,,,,"中国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学1年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=jdczO66dlo4",,"数と式 方程式 移項して方程式を解く",,,,,,,,,,,"中国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学1年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=6A92eCPRrro",,"数と式 正の数・負の数 数の大小",,,,,,,,,,,"中国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学1年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=6a7IUbzTJVk",,"数と式 文字「x」って何？？",,,,,,,,,,,"中国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学1年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=zu2Rbp6V1jc",,"数と式 等式の性質 等しい関係を表す式",,,,,,,,,,,"中国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学1年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=5Ze4yy-TykU",,"数と式 正負の計算 正負の混じった足し算・引き算",,,,,,,,,,,"中国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学1年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=wYNnE7Of-AI",,"数と式 文字とは",,,,,,,,,,,"中国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学1年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=f08tiIXypd4",,"数と式 正の数・負の数 0より小さい数",,,,,,,,,,,"中国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学1年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=gr1Fq7Xe8zI",,"数と式 正負の計算 分数の混じったわり算",,,,,,,,,,,"中国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学1年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=FZW6a97Adhg",,"数と式 正負の数の足し算 正の数＋正の数 負の数+負の数",,,,,,,,,,,"中国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学1年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=eLfYZt1xfM8",,"数と式 代入と式の値",,,,,,,,,,,"中国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学1年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=yrj8ljSqnhU",,"数と式 四則の混じった計算",,,,,,,,,,,"中国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学1年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=JxPJ0axf1rw",,"数と式 方程式 方程式のたてかた",,,,,,,,,,,"中国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学1年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=yqCJ76PHrBs",,"数と式 等式の性質 名前の確認と両辺の入れ替え",,,,,,,,,,,"中国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学1年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=rINXRwVA4hE",,"数と式 等式の性質 等式変形足し算と引き算",,,,,,,,,,,"中国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学1年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=wjJEE1LUsrI",,"数と式 等式の性質 等式変形 かけ算とわり算",,,,,,,,,,,"中国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学1年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=32WG8C0m1so",,"図形 立体と空間図形 空間内の平面と直線②",,,,,,,,,,,"中国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学1年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=dh9mpR1drL4",,"図形 立体と空間図形 ねじれの位置関係",,,,,,,,,,,"中国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学1年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=jlyAQu_wAN0",,"図形 円とおうぎ形の計量 おうぎ形の面積",,,,,,,,,,,"中国語版",,
"9","京都教育大学の学生製作補助教材","動画","中学1年","数学","京都教育大学","https://www.kyokyo-u.ac.jp/movie/post.html#1","https://www.youtube.com/watch?v=mYwzRElBj9w",,"図形 対称移動について①",,,,,,,,,,,"中国語版",,
