"教材ID","教材シリーズ名","教材種別","対象","科目","提供","提供URL","URL","No","タイトル","公開日","長さ","機材","キーボード","月","単元名","ページ","サイト名","内容","注意事項など","言語","講師","教科"
"5","福井県教育総合研究所によるまとめ",,"中学1年","理科","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.eboard.jp/list/6/",,"e-board",,,,,"通年",,,"e-board","短くまとめられた解説の後、チェックテストにチャレンジできます。","無料会員登録 (登録するときには保護者の許可が必要です） 登録しなくても見られます",,,
"5","福井県教育総合研究所によるまとめ",,"中学2年","理科","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.eboard.jp/list/6/",,"e-board",,,,,"通年",,,"e-board","短くまとめられた解説の後、チェックテストにチャレンジできます。","無料会員登録 (登録するときには保護者の許可が必要です） 登録しなくても見られます",,,
"5","福井県教育総合研究所によるまとめ",,"中学3年","理科","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.eboard.jp/list/6/",,"e-board",,,,,"通年",,,"e-board","短くまとめられた解説の後、チェックテストにチャレンジできます。","無料会員登録 (登録するときには保護者の許可が必要です） 登録しなくても見られます",,,
"5","福井県教育総合研究所によるまとめ",,"中学2年/中学3年","英語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.eiken.or.jp/eiken/exam/virtual/",,"バーチャル二次試験",,,,,"通年",,,"日本英語検定協会","準２級や３級の二次試験を体験できます。面接室に入室してから退出するまでの流れを、音声付アニメーションを見ながら把握できます。","要 Flash Player",,,
"5","福井県教育総合研究所によるまとめ",,"中学2年/中学3年","英語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.eiken.or.jp/eiken/exam/virtual/",,"バーチャルスピーキングテスト",,,,,"通年",,,"日本英語検定協会","３級や４級のスピーキングテストを体験できます。","要 Flash Player",,,
"5","福井県教育総合研究所によるまとめ",,"小学6年/中学1年/中学2年/中学3年","社会・総合","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.fukui-educate.jp/museum/",,"学びのページ",,,,,"通年",,,"福井県 教育博物館","楽しみながらふるさと福井を学べるページです。 興味がわいたらさらに調べてみよう。",,,,
"5","福井県教育総合研究所によるまとめ","テキスト","中学1年","数学","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.gakuto.co.jp/docs/ms/sugaku/pdf/h28_1_01.pdf",,"円魔方陣をつくろう（PDF）",,,,,"４月 ～５月","円魔方陣をつくろう","50～52","学校図書 株式会社","正の数、負の数の単元で学んだことを生かし、円魔方陣を解く方法をまなぶことができます。",,,,
"5","福井県教育総合研究所によるまとめ","テキスト","中学1年","数学","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.gakuto.co.jp/docs/ms/sugaku/pdf/h28_1_02.pdf",,"裏技を見つけよう！（PDF)",,,,,"４月 ～５月","裏技を見つけよう！","50～52","学校図書 株式会社","1～100までの数の和を簡単に求める方法を学べます。",,,,
"5","福井県教育総合研究所によるまとめ","テキスト","中学1年","数学","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.gakuto.co.jp/docs/ms/sugaku/pdf/h28_1_03.pdf",,"小町算にチャレンジ！（PDF)",,,,,"４月 ～５月","小町算にチャレンジ！","50～52","学校図書 株式会社","1から10まで並んだ数字の間に四則を表す記号を入れ、計算結果が100になるような式の作り方を学べます。",,,,
"5","福井県教育総合研究所によるまとめ","テキスト","中学2年","数学","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.gakuto.co.jp/docs/ms/sugaku/pdf/h28_2_01.pdf",,"隠された数字は？（PDF)",,,,,"４月","隠された数字は？","30～32","学校図書 株式会社","魔方陣を使って楽しく文字式の計算練習ができます。",,,,
"5","福井県教育総合研究所によるまとめ","テキスト","中学2年","数学","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.gakuto.co.jp/docs/ms/sugaku/pdf/h28_2_02.pdf",,"和算の算額問題に挑戦しよう（PDF)",,,,,"４月","和算の算額問題に挑戦しよう","30～32","学校図書 株式会社","式の計算を利用した応用問題にチャレンジできます。",,,,
"5","福井県教育総合研究所によるまとめ","テキスト","中学3年","数学","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.gakuto.co.jp/docs/ms/sugaku/pdf/h28_3_01.pdf",,"素数について調べよう",,,,,"４月","素因数分解","22～23","学校図書 株式会社","素数か素数ではないかを判断する方法を学ぶことができます。",,,,
"5","福井県教育総合研究所によるまとめ","テキスト","中学3年","数学","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.gakuto.co.jp/docs/ms/sugaku/pdf/h28_3_04.pdf",,"九九表の秘密を探ろう！（PDF)",,,,,"４月 ～５月","展開、因数分解を利用した説明や証明","33～35","学校図書 株式会社","展開や因数分解を利用して、九九表についてその性質を説明する問題にチャレンジできます。",,,,
"5","福井県教育総合研究所によるまとめ","テキスト","小学4年/小学5年","社会","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.gsi.go.jp/KIDS/index.html",,"キッズ",,,,,"４月","わたしたちの県",,"国土地理院","地図について分かります。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学1年","音楽","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.kyoiku-shuppan.co.jp/m-link/ongaku/1.html",,"おんがくのおくりもの1",,,,,"通年",,,"まなびリンク","手遊び歌や打楽器の演奏の仕方がわかります。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学2年","音楽","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.kyoiku-shuppan.co.jp/m-link/ongaku/2.html",,"音楽のおくりもの2",,,,,"通年",,,"まなびリンク","手遊び歌や打楽器の演奏の仕方がわかります。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学3年","音楽","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.kyoiku-shuppan.co.jp/m-link/ongaku/3.html",,"音楽のおくりもの3",,,,,"通年",,,"まなびリンク","いろいろな楽器の演奏の仕方がわかります。 音楽鑑賞もできます。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学4年","音楽","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.kyoiku-shuppan.co.jp/m-link/ongaku/4.html",,"音楽のおくりもの4",,,,,"通年",,,"まなびリンク","いろいろな楽器の演奏の仕方 音楽鑑賞",,,,
"5","福井県教育総合研究所によるまとめ",,"小学5年","音楽","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.kyoiku-shuppan.co.jp/m-link/ongaku/5.html",,"音楽のおくりもの5",,,,,"通年",,,"まなびリンク","和音のひびきに合わせてポーズをしてみよう。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学4年/小学5年/小学6年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.kyoiku-shuppan.co.jp/textbook/shou/kokugo/document/ducu3/j-index.html",,"言葉のてびき",,,,,"通年","言葉",,"教育出版","「よい」か「いい」かなど、言葉のつかいかたを学べます",,,,
"5","福井県教育総合研究所によるまとめ",,"小学5年","社会","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.maff.go.jp/j/kids/index.html",,"こどものためのコーナー",,,,,"５月 ６月","わたしたちの生活と食料生産","上66～ 123","農林水産省","ゲームやクイズで農林水産業について分かります。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学4年","英語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.meiji.co.jp/meiji-shokuiku/worldculture/greeting/",,"明治",,,,,"３月","Unit1 Hello,world!","2～5","世界のあいさつをくらべてみよう","世界のいろいろなあいさつを聞き比べできるだけでなく、食文化を知ることもできます。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学1年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.mitsumura-tosho.co.jp/2020s_kyokasho/download/kokugo/2020k_hon_02.pdf",,"教材末｢この本、読もう｣図書一覧",,,,,"４月","おはなし たのしいな","上 10～11","光村図書","教科書教材に関連した本の紹介をしています。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学2年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.mitsumura-tosho.co.jp/2020s_kyokasho/download/kokugo/2020k_hon_02.pdf",,"教材末｢この本、読もう｣図書一覧",,,,,"４月","ふきのとう","上 13～27","光村図書","教科書教材に関連した本の紹介をしています。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学3年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.mitsumura-tosho.co.jp/2020s_kyokasho/download/kokugo/2020k_hon_02.pdf",,"教材末｢この本、読もう｣図書一覧",,,,,"４月","きつつき の商売","上 15～29","光村図書","教科書教材に関 連した本の紹介をしています。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学4年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.mitsumura-tosho.co.jp/2020s_kyokasho/download/kokugo/2020k_hon_02.pdf",,"教材末｢この本、読もう｣図書一覧",,,,,"４月","白いぼうし","上 15～28","光村図書","教科書教材に関連した本の紹介をしています。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学5年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.mitsumura-tosho.co.jp/2020s_kyokasho/download/kokugo/2020k_hon_02.pdf",,"教材末｢この本、読もう｣図書一覧",,,,,"４月","なまえつ けてよ","17～31","光村図書","教科書教材に関連した本の紹介をしています。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学6年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.mitsumura-tosho.co.jp/2020s_kyokasho/download/kokugo/2020k_hon_02.pdf",,"教材末｢この本、読もう｣図書一覧",,,,,"４月","帰り道","17～33","光村図書","教科書教材に関連した本の紹介をしています",,,,
"5","福井県教育総合研究所によるまとめ",,"小学1年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.mitsumura-tosho.co.jp/oshirase/shien_taio/kokugo1.html",,"だってだってのおばあさん／声：宮崎美子",,,,,"３月","だってだってのおばあさん","下140","光村図書","「だってだってのおばあさん」の朗読を聞くことができます。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学2年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.mitsumura-tosho.co.jp/oshirase/shien_taio/kokugo2.html",,"十二支のはじまり／声：中嶋朋子",,,,,"３月","十二支のはじまり","下130","光村図書","「十二支のはじまり」の朗読を聞くことができます。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学3年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.mitsumura-tosho.co.jp/oshirase/shien_taio/kokugo3.html",,"モチモチの木／ 声：小野寺昭",,,,,"３月","モチモチの木","下 104","光村図書","「モチモチの木」の朗読を聞くことができます。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学4年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.mitsumura-tosho.co.jp/oshirase/shien_taio/kokugo4.html",,"初雪のふる日 ／声：斉藤由貴",,,,,"３月","初雪の ふる日","下 104～ 122","光村図書","「初雪のふる日」の朗読を聞くことができます。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学6年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.mitsumura-tosho.co.jp/oshirase/shien_taio/kokugo6.html",,"生きる 生き物はつながりの中に かなえられた願い",,,,,"３月","生きる 生き物はつながりの中に かなえられた願い","222～236","光村図書","「生きる」 「生き物はつながりの中に」 「かなえられた願い」の朗読を聞くことができます",,,,
"5","福井県教育総合研究所によるまとめ",,"小学5年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.mitsumura-tosho.co.jp/oshirase/shien_taio/sk_rodoku.html",,"わらぐつの中の神様／声：竹下景子",,,,,"３月","わらぐつの中の神様","200～222","光村図書","「わらぐつの中の神様」の朗読を聞くことができます。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学5年","社会","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.mofa.go.jp/mofaj/kids/index.html",,"キッズ外務省",,,,,"４月","世界の中の国土","8～15","外務省","世界の国について学ぶことができます。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学3年","英語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/eigo/beat/?das_id=D0005140224_00000",,"エイゴビート",,,,,"４月","Unit1 Hello!","2～5","NHK for School","リズムに合わせながら、自分の名前の自己紹介の言い方が分かります。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学3年","英語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/eigo/beat/?das_id=D0005140236_00000",,"エイゴビート",,,,,"３月","Unit9 Who are you?","34～40","NHK for School","「あの人はだれ？」と質問する言い方が分かります。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学3年","英語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/eigo/beat2/",,"エイゴビート2",,,,,"４月","Unit1 Hello!","2～5","NHK for School","リズムに合わせながら自分の名前を紹介する言い方が分かります。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学4年","英語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/eigo/eigorian/?das_id=D0005140141_00000",,"エイゴリアン",,,,,"３月","Unit1 Hello, world!","2～5","NHK for School","自己紹介の仕方だけでなく、世界のいろいろな国での自己紹介の仕方やあいさつの言い方を知ることができます。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学5年","英語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/eigo/mission/?das_id=D0005140251_00000",,"基礎英語0 世界エイゴミッション 1ケリーを探せ！",,,,,"４月","Unit1 Hello!friends.","10～17","NHK for School","相手の名前の英語のつづりを質問する言い方が分かります。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学5年","英語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/eigo/mission/?das_id=D0005140255_00000",,"基礎英語0 世界エイゴミッション 5かっこいいニックネームをつけよ！",,,,,"４月","Unit1 Hello!friends.","10～17","NHK for School","自分の名前の自己紹介の言い方がわかります。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学4年","英語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/eigo/mission/?das_id=D0005140264_00000",,"基礎英語0 世界エイゴミッション",,,,,"３月","Unit9 This is my day.","34～40","NHK for School","自分の日課を英語で説明する言い方が分かります。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学5年","英語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/eigo/mission/?das_id=D0005140279_00000",,"基礎英語0 世界エイゴミッション ㉙ヒーローの条件を調査せよ",,,,,"３月","Unit9 Who is your hero?","66～73","NHK for School","「あなたのヒーローはだれ？」というやり取りを聞くことで、Whoの使い方がわかります。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学5年","英語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/eigo/mission/?das_id=D0005140280_00000",,"基礎英語0 世界エイゴミッション ㉚何を作っているのか当てよ！",,,,,"３月","Unit9 Who is your hero?","66～73","NHK for School","自分の得意なものが何か伝える言い方がわかります。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学6年","英語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/eigo/mission/?das_id=D0005140281_00000",,"基礎英語0 世界エイゴミッション",,,,,"４月","Unit1 This is ME!","6～13","NHK for School","自分がどこの国出身なのか紹介する言い方がわかります。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学6年","英語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/eigo/mission/?das_id=D0005140297_00000",,"基礎英語0 世界エイゴミッション",,,,,"３月","Unit9 Jnuior High School Life","66～73","NHK for School","「どんなことをしてみたいか」という尋ね方と答え方の言い方を知ることができます。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学6年","英語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/eigo/mission/?das_id=D0005140298_00000",,"基礎英語0 世界エイゴミッション",,,,,"３月","Unit9 Jnuior High School Life","66～73","NHK for School","小学校で学習した英語の表現の復習をすることができます。",,,,
"5","福井県教育総合研究所によるまとめ",,"中学1年","技術・家庭科","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/gijutsu/taketech/",,"TAKE TECH",,,,,"通年",,,"NHK for School","身の回りの様々な道具の仕組みがわかります。",,,,
"5","福井県教育総合研究所によるまとめ",,"中学2年","技術・家庭科","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/gijutsu/taketech/",,"TAKE TECH",,,,,"通年",,,"NHK for School","身の回りの様々な道具の仕組みがわかります。",,,,
"5","福井県教育総合研究所によるまとめ",,"中学3年","技術 家庭","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/gijutsu/taketech/",,"TAKE TECH",,,,,"通年",,,"NHK for School","身の回りの様々な道具の仕組みがわかります。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学5年","家庭科","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/katei/kateika/",,"カテイカ第1回 カテイカ様のおみちびき",,,,,"４月",,,"NHK for School","おいしいお茶の入れ方がわかります。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学5年/小学6年","家庭科","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/katei/kateika/",,"カテイカ第1回 カテイカ様のおみちびき",,,,,"４月",,,"NHK for School","おいしいお茶の入れ方がわかります。",,,,
"5","福井県教育総合研究所によるまとめ",,"中学2年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/kokugo/10min_gendaibun/?das_id=D0005150045_00000",,"1０min.ボックス 現代文 短歌",,,,,"７月","短歌","光村 図書 64～68","NHK for School","王朝時代からの長い伝統を持つ短歌。近代、西洋の思想が流入する、新しい表現が花開いた。自我を大胆に肯定した与謝野晶子、生活を歌った石川啄木を中心に、作品を読みます。",,,,
"5","福井県教育総合研究所によるまとめ",,"中学3年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/kokugo/10min_gendaibun/?das_id=D0005150046_00000",,"10min.ボックス 現代文 俳句",,,,,"７月","光村図書 俳句",,"NHK for School","文字数の少なさゆえに、広くも深くも表現できる俳句。意外な言葉の取り合わせや、多様な解釈を許す表現が、奥行きのある句を生み出す。明治以降の名作を紹介します。",,,,
"5","福井県教育総合研究所によるまとめ",,"中学1年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/kokugo/10min_kobun/",,"10min.ボックス 古文・漢文 竹取物語",,,,,"１０月","竹取物語","光村 図書 147～156","NHK for School","物語の元祖と言われている「竹取物語」。天上界と人間界が交差する神秘や、悲哀をおびた人間模様を、平安時代の社会背景などの情報も盛り込みながら、味わえます。",,,,
"5","福井県教育総合研究所によるまとめ",,"中学2年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/kokugo/10min_kobun/?das_id=D0005150066_00000",,"10min.ボックス 古文・漢文 枕草子（清少納言）",,,,,"10月","枕草子","光村 図書 32～33","NHK for School","豊かな感性とあふれる知性が魅力の「枕草子」。作者清少納言は、天皇の妻に仕えるエリート女官だった。雅な宮廷の文化を解説し、この古典をより面白く読みます。",,,,
"5","福井県教育総合研究所によるまとめ",,"中学2年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/kokugo/10min_kobun/?das_id=D0005150071_00000",,"10min.ボックス 古文・漢文 徒然草（吉田兼好）",,,,,"10月","徒然草","光村 図書","NHK for School","世の中から一歩引いた視点で書き連ねた「徒然草」。世間の出来事などから導き出す処世訓は、人間の本質に迫ります。時代が変わっても十分通用する奥深さを読み取れます。",,,,
"5","福井県教育総合研究所によるまとめ",,"中学1年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/kokugo/10min_kobun/?das_id=D0005150073_00000",,"10min.ボックス 古文・漢文 故事成語（矛盾など）",,,,,"１１月","故事成語","光村 図書 158～160","NHK for School","中国の歴史や説話を由来とし、日常的な言葉に根付いている故事成語。初めて漢文に触れる生徒を対象に、普段意識しない言葉のルーツに目をむけ、漢文の世界へ誘う。",,,,
"5","福井県教育総合研究所によるまとめ",,"中学2年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/kokugo/10min_kobun/?das_id=D0005150074_00000",,"1０min.ボックス 古文・漢文 漢詩",,,,,"10月","漢詩","146～ 150","NHK for School","日本の文学に長年にわたって大きな影響を与えてきた漢詩。杜甫や李白の詩を読みながら、時代も、国も、言語も越えて味わうことができる不思議を解き明かします。",,,,
"5","福井県教育総合研究所によるまとめ",,"中学3年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/kokugo/10min_kobun/?das_id=D0005150075_00000",,"10min.ボックス 古文・漢文 論語（孔子）",,,,,"４月","光村図書 論語","32～34","NHK for School","紀元前、戦乱の中国で道徳を説いた孔子。その思想は東アジアに広がり、2500年もの間、社会や人々の指針となってきた。短い言葉に込められた深い思索を味わえます。",,,,
"5","福井県教育総合研究所によるまとめ",,"中学3年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/kokugo/10min_kobun/?das_id=D0005150076_00000",,"10min.ボックス 古文・漢文 おくのほそ道（松尾芭蕉）",,,,,"１０月","光村図書 おくのほそ道","146～ 152","NHK for School","人生＝旅＝俳句。そんな世界観を構成しているのが「おくの細道」だ。江戸時代、句作を職業として生きた芭蕉。推敲を重ねた句を人生観に重ね合わせながら読みます。",,,,
"5","福井県教育総合研究所によるまとめ",,"中学3年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/kokugo/10min_kobun/?das_id=D0005150185_00000",,"10min.ボックス古文・漢文 万葉集",,,,,"１０月","光村図書 万葉集",,"NHK for School","天皇から庶民まで幅広い読み手の歌を記録した「万葉集」。政治や振興と結びついた宮廷の歌、防人の悲痛な歌など、当時の人々の素朴で力強い調べを味わえます。",,,,
"5","福井県教育総合研究所によるまとめ",,"中学2年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/kokugo/classic/?das_id=D0005150084_00000",,"おはなしのくに クラシック 徒然草（吉田兼好）",,,,,"10月","徒然草","光村 図書","NHK for School","人里離れて暮らした兼好法師の随筆は、ユーモアと批判精神に富み、今の時代にも通用する面白さがあります。有名な冒頭文と、よく知られたエピソードを紹介します。",,,,
"5","福井県教育総合研究所によるまとめ",,"中学2年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/kokugo/classic/?das_id=D0005150086_00000",,"おはなしのくに クラシック 漢詩",,,,,"10月","漢詩","光村 図書 146～150","NHK for School","中国で生まれた漢詩は、昔の日本人にとって大切な教養のひとつでした。孟浩然「春暁」を、書き下し文・現代語訳を交えて味わいます。",,,,
"5","福井県教育総合研究所によるまとめ",,"中学3年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/kokugo/classic/?das_id=D0005150087_00000",,"おはなしのくに クラシック 論語（孔子）",,,,,"４月","光村図書 論語","32～34","NHK for School","1500年も前に生きた孔子の言行録。人の道を説いた含蓄ある言葉の中から、有名なフレーズをいくつか紹介します。",,,,
"5","福井県教育総合研究所によるまとめ",,"中学2年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/kokugo/classic/?das_id=D0005150088_00000",,"おはなしのくに クラシック 平家物語",,,,,"10月","平家物語","光村 図書 132～138","NHK for School","有名な冒頭文「祇園精舎」と、武士の人生の悲哀を描く「敦盛の最期」を紹介。重厚な言葉の響きを味わいます。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学1年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/kokugo/drill/origin/schedule.html",,"ことばドリル",,,,,"通年","ことば",,"NHK for School","ことばのきまりを楽しく学べます。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学2年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/kokugo/drill/origin/schedule.html",,"ことばドリル",,,,,"通年","ことば",,"NHK for School","ことばのきまりを楽しく学べます。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学6年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/kokugo/nihongo/?das_id=D0005150380_00000",,"にほんごであそぼ ちょちょいのちょい暗記",,,,,"４月","春のいぶき","38～39","NHK for School","二十四節気を楽しく暗記します",,,,
"5","福井県教育総合研究所によるまとめ",,"小学1年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/kokugo/ohanashi/?das_id=D0005150127_00000",,"おはなしのくに",,,,,"通年","ものがたり",,"NHK for School","ももたろう、きんたろう、きたかぜとたいよう などの物語が楽しめます。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学2年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/kokugo/ohanashi/?das_id=D0005150127_00000",,"おはなしのくに",,,,,"通年","ものがたり",,"NHK for School","ももたろう、きんたろう、きたかぜとたいよう などの物語が楽しめます。",,,,
"5","福井県教育総合研究所によるまとめ",,"小学3年","国語","福井県教育総合研究所","http://www.fukui-c.ed.jp/~fec/kyouzai/review.html","https://www.nhk.or.jp/kokugo/otsuta/?das_id=D0005150161_00000",,"お伝と伝じろう はじまりは自己紹介",,,,,"４月","自己紹介",,"NHK for School","印象にのこる自己紹介になるよう、「話題」を決めることを学びます。",,,,
